EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
194820.900,182616.700,227025.200,213092.800,165995.000,156897.900,147877.600,152844.200,-0.162,0.954,-0.210,-4.211,0.885,-1.129,73.333,96.000,1.000,0.012,0.000
194824.100,182600.200,226962.400,213053.200,165998.500,156892.100,147875.000,152835.100,-0.164,0.952,-0.209,-3.937,0.824,-1.190,73.333,97.000,1.000,2.509,0.000
194790.800,182581.100,226887.700,212987.900,165987.100,156867.400,147852.300,152814.200,-0.164,0.952,-0.209,-3.693,0.793,-1.373,73.333,98.000,1.000,0.011,0.000
194744.300,182553.500,226799.500,212907.300,165955.100,156836.300,147819.600,152781.100,-0.162,0.951,-0.209,-3.448,0.732,-1.343,73.333,99.000,1.000,8.724,0.000
194716.300,182527.000,226715.200,212837.200,165917.500,156808.400,147794.800,152751.600,-0.163,0.951,-0.208,-3.326,0.610,-1.282,73.333,100.000,1.000,0.013,0.000
194724.700,182513.100,226655.900,212808.000,165902.800,156789.400,147782.200,152740.300,-0.164,0.950,-0.210,-3.082,0.702,-1.129,73.333,101.000,1.000,6.190,0.000
194735.500,182507.500,226605.600,212776.400,165907.700,156783.800,147780.200,152740.800,-0.164,0.950,-0.210,-2.869,0.824,-1.038,73.333,102.000,1.000,0.011,0.000
194699.100,182479.000,226525.800,212705.200,165893.400,156760.900,147760.100,152722.900,-0.164,0.951,-0.206,-2.716,0.702,-0.763,73.333,103.000,1.000,5.662,0.000
194675.800,182468.700,226457.300,212653.200,165881.300,156748.900,147756.800,152722.800,-0.163,0.951,-0.208,-2.502,0.702,-0.610,73.333,104.000,1.000,4.335,0.000
194653.500,182441.800,226383.000,212590.600,165846.000,156712.200,147729.900,152694.100,-0.161,0.952,-0.212,-2.258,0.854,-0.519,73.333,105.000,1.000,0.010,0.000
194676.500,182439.300,226343.100,212575.700,165844.900,156699.200,147723.700,152697.500,-0.160,0.952,-0.212,-2.136,0.824,-0.336,73.333,106.000,1.000,3.064,0.000
194690.500,182432.100,226302.000,212555.600,165850.200,156687.900,147721.700,152701.000,-0.157,0.953,-0.214,-1.923,0.977,-0.183,73.333,107.000,1.000,8.818,0.000
194684.600,182432.200,226261.100,212519.200,165863.500,156690.400,147735.200,152714.100,-0.156,0.957,-0.213,-1.801,1.129,0.061,73.333,108.000,1.000,4.332,0.000
194654.600,182415.400,226196.500,212463.800,165848.700,156675.700,147727.400,152708.100,-0.153,0.958,-0.216,-1.709,1.373,0.366,73.333,109.000,1.000,0.009,0.000
194644.900,182410.200,226136.000,212421.300,165826.100,156655.600,147712.500,152695.100,-0.151,0.961,-0.214,-1.648,1.526,0.458,73.333,110.000,1.000,10.669,0.000
194656.000,182404.300,226089.500,212398.300,165819.800,156645.300,147704.600,152694.500,-0.152,0.966,-0.215,-1.617,1.831,0.580,73.333,111.000,1.000,3.332,0.000
194662.900,182399.000,226044.900,212373.100,165827.400,156650.900,147703.200,152696.800,-0.153,0.966,-0.217,-1.740,2.045,0.763,73.333,112.000,1.000,0.008,0.000
194642.100,182398.800,225992.500,212328.800,165833.300,156666.600,147708.400,152692.600,-0.155,0.968,-0.215,-1.953,2.258,0.854,73.333,113.000,1.000,1.662,0.000
194602.800,182389.400,225929.100,212268.600,165818.600,156669.900,147702.500,152677.700,-0.156,0.969,-0.214,-2.136,2.411,0.854,73.333,114.000,1.000,8.738,0.000
194575.300,182374.900,225867.100,212212.500,165794.400,156670.100,147686.800,152658.500,-0.157,0.969,-0.216,-2.228,2.533,0.916,73.333,115.000,1.000,3.090,0.000
194603.300,182385.800,225841.400,212210.200,165801.900,156692.300,147694.600,152668.800,-0.156,0.969,-0.217,-2.319,2.594,0.854,73.333,116.000,1.000,0.010,0.000
194602.700,182373.800,225794.700,212176.900,165799.300,156692.300,147684.400,152665.500,-0.155,0.971,-0.217,-2.533,2.716,0.793,73.333,117.000,1.000,1.875,0.000
194570.900,182357.300,225739.000,212124.700,165792.400,156693.100,147676.700,152651.500,-0.156,0.970,-0.216,-2.625,2.899,0.702,73.333,118.000,1.000,16.291,0.000
194533.100,182348.500,225684.600,212073.600,165780.100,156694.700,147679.600,152642.200,-0.155,0.968,-0.216,-2.747,3.113,0.580,73.333,119.000,1.000,3.098,0.000
194522.900,182338.700,225636.500,212032.100,165759.400,156682.400,147660.500,152625.100,-0.156,0.969,-0.212,-2.930,3.235,0.397,73.333,120.000,1.000,0.011,0.000
194531.800,182321.500,225591.000,212015.300,165740.600,156664.000,147634.800,152611.200,-0.157,0.968,-0.212,-3.113,3.265,0.305,73.333,121.000,1.000,1.766,0.000
194544.900,182320.700,225556.800,211995.500,165746.500,156662.600,147631.500,152613.100,-0.156,0.967,-0.211,-3.082,3.357,0.153,73.333,122.000,1.000,7.637,0.000
194529.800,182316.100,225512.600,211950.700,165747.300,156662.600,147635.300,152606.000,-0.156,0.969,-0.212,-3.204,3.540,0.000,73.333,123.000,1.000,2.380,0.000
194508.600,182316.200,225471.100,211911.900,165740.300,156657.800,147639.500,152601.800,-0.156,0.969,-0.212,-3.418,3.632,-0.214,73.333,124.000,1.000,2.556,0.000
194496.000,182302.200,225426.200,211881.000,165718.500,156637.700,147626.200,152595.700,-0.156,0.968,-0.213,-3.510,3.693,-0.244,73.333,125.000,1.000,4.331,0.000
194498.600,182283.200,225385.000,211864.000,165705.000,156611.400,147608.300,152583.800,-0.156,0.966,-0.216,-3.479,3.693,-0.305,73.333,126.000,1.000,0.007,0.000
194511.100,182277.300,225357.100,211848.600,165713.100,156603.300,147604.600,152582.800,-0.157,0.965,-0.218,-3.479,3.662,-0.214,73.333,127.000,1.000,3.109,0.000
194494.100,182273.400,225320.300,211805.500,165714.600,156598.800,147609.300,152577.000,-0.156,0.963,-0.217,-3.571,3.723,-0.397,73.333,128.000,1.000,13.751,0.000
194465.500,182273.600,225277.500,211762.100,165701.900,156587.600,147611.900,152573.700,-0.157,0.965,-0.219,-3.571,3.784,-0.458,73.333,129.000,1.000,3.098,0.000
194460.700,182270.600,225239.300,211738.700,165684.500,156567.800,147602.500,152567.700,-0.159,0.964,-0.219,-3.571,3.632,-0.397,73.333,130.000,1.000,0.008,0.000
194489.300,182278.100,225220.600,211736.500,165685.200,156557.400,147599.600,152573.100,-0.162,0.962,-0.218,-3.540,3.540,-0.275,73.333,131.000,1.000,1.985,0.000
194499.300,182279.900,225192.900,211718.300,165686.700,156546.300,147593.400,152572.500,-0.163,0.961,-0.217,-3.693,3.357,-0.275,73.333,132.000,1.000,2.472,0.000
194474.100,182262.100,225152.400,211685.400,165685.500,156543.300,147593.700,152567.600,-0.163,0.958,-0.218,-3.632,3.235,-0.305,73.333,133.000,1.000,8.726,0.000
194445.500,182263.500,225111.200,211643.300,165673.600,156542.800,147587.100,152559.500,-0.162,0.958,-0.219,-3.540,3.082,-0.275,73.333,134.000,1.000,3.122,0.000
194437.800,182264.700,225070.500,211609.400,165656.500,156536.300,147575.100,152550.300,-0.166,0.958,-0.218,-3.387,2.777,-0.275,73.333,135.000,1.000,0.007,0.000
194451.000,182262.800,225036.400,211594.900,165647.700,156531.400,147559.000,152543.000,-0.169,0.958,-0.221,-3.418,2.411,-0.153,73.333,136.000,1.000,1.836,0.000
194482.200,182282.800,225033.900,211607.800,165680.500,156567.500,147578.900,152566.200,-0.172,0.958,-0.224,-3.387,2.075,-0.305,73.333,137.000,1.000,8.802,0.000
194467.700,182282.200,225002.800,211576.600,165690.500,156587.800,147587.100,152565.100,-0.176,0.958,-0.221,-3.265,1.587,-0.519,73.333,138.000,1.000,3.769,0.000
194443.700,182278.100,224960.600,211531.800,165679.500,156596.200,147586.200,152553.600,-0.177,0.958,-0.221,-3.235,1.129,-0.580,73.333,139.000,1.000,6.256,0.000
194453.800,182294.000,224941.700,211520.400,165683.900,156614.300,147598.500,152566.400,-0.176,0.959,-0.221,-3.204,0.580,-0.702,73.333,140.000,1.000,3.020,0.000
194481.400,182297.000,224924.600,211519.300,165690.500,156620.100,147599.400,152574.900,-0.174,0.959,-0.218,-3.204,0.000,-0.824,73.333,141.000,1.000,0.011,0.000
194499.800,182293.100,224909.000,211517.300,165708.100,156631.800,147607.400,152589.100,-0.170,0.961,-0.218,-3.235,-0.519,-0.916,73.333,142.000,1.000,1.958,0.000
194474.000,182282.900,224872.100,211477.500,165710.900,156635.700,147609.500,152583.700,-0.168,0.963,-0.219,-3.204,-0.854,-1.038,73.333,143.000,1.000,13.752,0.000
194449.500,182281.000,224833.100,211440.600,165700.800,156634.700,147604.300,152570.200,-0.165,0.965,-0.219,-3.418,-1.190,-1.007,73.333,144.000,1.000,3.047,0.000
194448.200,182281.300,224801.600,211413.500,165686.300,156623.400,147597.300,152562.900,-0.168,0.968,-0.220,-3.601,-1.526,-0.916,73.333,145.000,1.000,0.010,0.000
194471.600,182279.500,224785.200,211416.900,165690.300,156620.000,147602.700,152573.300,-0.166,0.969,-0.218,-3.662,-1.831,-0.885,73.333,146.000,1.000,16.972,0.000
194477.600,182270.300,224760.300,211408.500,165700.500,156617.200,147614.100,152580.100,-0.164,0.970,-0.216,-3.815,-2.106,-0.793,73.333,147.000,1.000,2.393,0.000
194452.900,182262.200,224725.000,211373.400,165701.700,156614.400,147614.200,152569.800,-0.158,0.973,-0.219,-4.059,-2.289,-0.885,73.333,148.000,1.000,5.741,0.000
194416.000,182248.400,224677.100,211326.600,165678.600,156592.500,147600.600,152546.800,-0.157,0.971,-0.220,-4.242,-2.411,-0.854,73.333,149.000,1.000,0.040,0.000
194415.000,182241.000,224646.900,211304.000,165657.700,156564.100,147574.900,152536.000,-0.156,0.968,-0.218,-4.425,-2.380,-0.885,73.333,150.000,1.000,1.807,0.000
194449.500,182238.200,224635.600,211308.000,165660.000,156551.000,147567.900,152537.400,-0.153,0.964,-0.217,-4.547,-2.167,-0.854,73.333,151.000,1.000,2.417,0.000
194478.300,182241.100,224631.200,211313.100,165678.100,156553.500,147585.800,152557.700,-0.151,0.962,-0.215,-4.639,-2.014,-0.854,73.333,152.000,1.000,2.554,0.000
194470.700,182243.300,224613.900,211301.200,165686.300,156548.500,147589.000,152562.500,-0.148,0.960,-0.212,-4.639,-1.709,-0.763,73.333,153.000,1.000,2.471,0.000
194439.400,182236.500,224573.600,211260.600,165660.700,156511.800,147554.900,152540.500,-0.146,0.959,-0.215,-4.547,-1.465,-0.763,73.333,154.000,1.000,3.749,0.000
