EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
137814.200,137519.200,185627.300,191037.200,132863.500,141364.600,141008.000,126865.600,0.000
137821.200,137528.400,185629.500,191039.700,132872.400,141378.300,141018.000,126874.400,0.000
137814.100,137522.500,185617.900,191028.400,132867.500,141372.400,141016.500,126868.000,0.000
137812.700,137522.200,185611.000,191022.800,132867.500,141365.000,141011.200,126871.400,0.000
137809.200,137520.000,185601.100,191014.300,132862.600,141362.100,141007.100,126867.000,0.000
137806.500,137518.100,185594.600,191007.200,132860.400,141363.300,141005.200,126865.200,0.000
137802.600,137512.300,185585.400,190996.700,132855.000,141360.000,140998.900,126858.300,0.000
137802.400,137508.700,185577.400,190987.700,132851.300,141355.000,140996.100,126856.400,0.000
137802.400,137505.300,185569.500,190983.100,132850.000,141352.200,140996.500,126857.900,0.000
137802.800,137504.200,185564.000,190979.900,132851.300,141351.700,140997.500,126861.200,0.000
137797.100,137498.000,185554.200,190969.700,132848.000,141347.400,140995.100,126858.300,0.000
137801.700,137503.700,185553.500,190967.900,132854.000,141353.200,141000.600,126860.800,0.000
137801.700,137505.300,185546.800,190960.400,132858.200,141358.000,141004.200,126861.200,0.000
137801.700,137504.300,185539.100,190952.800,132859.000,141356.000,141003.400,126859.000,0.000
137797.300,137498.800,185529.100,190943.700,132854.700,141346.500,140997.000,126857.200,0.000
137798.900,137501.500,185526.700,190942.000,132858.000,141351.500,141000.200,126860.800,0.000
137800.700,137502.100,185523.700,190940.100,132857.100,141345.800,140993.700,126860.200,0.000
137797.700,137500.000,185514.500,190929.700,132852.300,141346.700,140989.100,126853.600,0.000
137802.100,137505.200,185511.400,190924.300,132856.300,141355.800,140994.900,126854.000,0.000
137805.700,137508.200,185508.700,190920.900,132859.100,141356.100,140997.800,126856.800,0.000
137802.100,137505.500,185500.300,190911.200,132854.800,141344.300,140987.100,126844.600,0.000
137795.500,137503.100,185490.300,190902.300,132852.800,141343.100,140985.600,126841.100,0.000
137793.600,137504.000,185484.500,190896.700,132853.600,141343.000,140987.200,126842.100,0.000
137789.500,137502.000,185475.500,190887.800,132849.600,141339.200,140983.800,126839.700,0.000
137789.000,137501.900,185467.000,190880.000,132847.800,141337.500,140983.000,126841.100,0.000
137787.700,137499.400,185458.500,190872.100,132844.200,141338.700,140981.800,126841.800,0.000
137795.100,137504.300,185459.700,190871.700,132847.500,141345.400,140986.700,126847.100,0.000
137801.900,137508.200,185458.300,190870.400,132849.200,141348.800,140987.600,126851.400,0.000
137794.400,137499.900,185445.200,190858.500,132841.600,141341.500,140979.300,126841.100,0.000
137785.600,137492.600,185432.300,190847.600,132835.400,141334.100,140974.100,126834.300,0.000
137785.500,137493.000,185428.200,190843.400,132835.500,141333.100,140974.600,126833.500,0.000
137787.200,137493.100,185424.100,190837.100,132835.300,141331.900,140972.100,126829.800,0.000
137791.600,137495.700,185422.200,190834.800,132837.100,141330.800,140973.200,126830.800,0.000
137792.500,137496.600,185418.800,190831.300,132839.600,141326.400,140973.700,126831.200,0.000
137798.600,137503.100,185421.700,190833.700,132847.400,141326.600,140979.500,126836.400,0.000
137793.400,137495.800,185410.700,190823.600,132843.000,141316.000,140972.900,126833.000,0.000
137792.200,137493.400,185403.600,190817.800,132842.200,141315.100,140970.800,126833.500,0.000
137790.400,137492.700,185396.500,190811.700,132842.100,141320.400,140971.200,126833.000,0.000
137789.800,137496.900,185391.900,190810.100,132843.700,141328.900,140973.300,126836.700,0.000
137783.500,137494.200,185381.300,190800.700,132838.500,141329.500,140969.900,126835.100,0.000
137779.700,137493.000,185373.600,190792.100,132835.300,141331.800,140969.300,126836.000,0.000
137778.000,137493.100,185368.300,190788.200,132836.200,141336.900,140973.700,126841.700,0.000
137774.100,137492.200,185361.600,190782.500,132834.500,141341.200,140974.000,126840.300,0.000
137764.500,137485.700,185349.700,190771.300,132827.400,141340.200,140971.000,126833.500,0.000
137768.800,137489.300,185349.000,190770.200,132830.300,141343.900,140971.900,126832.300,0.000
137777.900,137495.300,185351.400,190771.700,132834.300,141341.800,140971.800,126831.000,0.000
137774.700,137489.400,185343.500,190762.600,132829.700,141334.600,140966.900,126824.100,0.000
137774.000,137486.800,185338.300,190758.400,132828.700,141327.900,140964.800,126822.400,0.000
137765.100,137477.600,185323.900,190746.200,132819.300,141313.900,140954.500,126813.400,0.000
137763.400,137475.100,185315.800,190739.300,132816.200,141306.000,140951.500,126811.800,0.000
137766.600,137477.600,185313.800,190737.500,132818.400,141306.500,140954.200,126821.600,0.000
137775.700,137487.600,185318.900,190740.200,132828.400,141317.400,140963.000,126831.800,0.000
137764.000,137478.700,185306.000,190727.700,132823.600,141311.400,140958.100,126828.700,0.000
137754.800,137472.500,185294.900,190717.900,132820.700,141309.200,140955.100,126824.300,0.000
137758.600,137478.300,185294.800,190717.900,132825.600,141317.900,140960.900,126827.700,0.000
137763.900,137483.200,185293.800,190717.000,132827.800,141323.800,140963.300,126830.300,0.000
137756.800,137475.500,185281.700,190704.700,132819.700,141315.300,140956.200,126823.900,0.000
137752.300,137470.000,185272.600,190695.500,132814.300,141306.000,140949.600,126818.600,0.000
137760.900,137477.400,185272.300,190694.200,132818.000,141308.400,140950.800,126815.600,0.000
137765.300,137478.200,185267.200,190689.800,132817.600,141306.300,140951.300,126814.800,0.000
137763.700,137475.600,185261.100,190683.000,132816.000,141302.500,140947.800,126811.600,0.000
137770.000,137480.000,185263.200,190685.300,132820.900,141309.000,140952.000,126818.400,0.000
137764.600,137474.000,185253.800,190677.000,132815.800,141308.100,140947.800,126815.000,0.000
137753.600,137462.200,185235.700,190661.500,132801.800,141300.300,140936.100,126803.100,0.000
137760.400,137467.900,185236.000,190662.900,132806.700,141308.300,140941.700,126807.600,0.000
137756.400,137462.500,185227.200,190652.400,132800.800,141303.100,140937.000,126804.000,0.000
137752.900,137459.000,185218.600,190644.100,132796.100,141300.200,140933.800,126801.200,0.000
137758.500,137465.600,185219.100,190644.800,132801.800,141303.300,140940.100,126806.400,0.000
137761.800,137470.900,185219.300,190644.100,132806.000,141303.300,140942.000,126807.700,0.000
137758.200,137468.900,185212.500,190638.400,132805.800,141300.400,140939.600,126805.000,0.000
137756.900,137468.300,185207.600,190634.500,132808.500,141302.500,140940.400,126807.400,0.000
137758.100,137471.300,185206.000,190633.300,132814.300,141308.300,140944.200,126813.200,0.000
137762.800,137476.500,185207.200,190636.800,132821.600,141314.100,140950.000,126821.400,0.000
137756.300,137468.700,185195.800,190628.500,132818.000,141308.700,140945.000,126821.000,0.000
137759.500,137470.700,185193.200,190625.600,132822.100,141315.300,140949.400,126819.700,0.000
137766.100,137476.800,185193.500,190624.100,132825.200,141319.600,140953.100,126821.300,0.000
