EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
127140.800,121030.100,151152.600,426533.500,150682.000,146608.600,132185.600,142974.100,-0.124,0.944,-0.274,-9.827,11.475,1.373,66.667,61.000,1.000,0.012,0.000
127027.700,120923.700,151026.400,426378.100,150784.500,146632.500,132221.700,143073.200,-0.124,0.948,-0.282,-9.949,12.360,1.251,66.667,62.000,1.000,3.165,0.000
126937.200,120840.500,150921.900,426171.800,150848.400,146649.300,132255.200,143121.200,-0.134,0.954,-0.278,-9.766,13.214,1.312,66.667,63.000,1.000,14.349,0.000
126842.700,120751.800,150807.100,425670.800,150592.900,146455.500,132068.600,142859.200,-0.137,0.957,-0.279,-9.766,13.824,1.038,66.667,64.000,1.000,0.016,0.000
126779.800,120691.300,150723.800,425140.800,150271.200,146215.700,131831.600,142551.500,-0.147,0.960,-0.281,-9.888,14.343,0.885,66.667,65.000,1.000,1.842,0.000
126754.800,120666.000,150684.100,424914.800,150234.000,146170.000,131794.600,142540.100,-0.156,0.956,-0.282,-9.949,14.740,0.671,66.667,66.000,1.000,2.476,0.000
126680.000,120590.300,150597.800,424853.800,150368.800,146229.900,131868.200,142682.000,-0.161,0.948,-0.282,-9.979,15.045,0.519,66.667,67.000,1.000,2.468,0.000
126551.100,120461.400,150455.600,424668.700,150388.900,146208.000,131857.900,142686.900,-0.169,0.936,-0.281,-9.613,15.137,0.336,66.667,68.000,1.000,11.353,0.000
126511.200,120425.700,150399.200,424285.000,150194.300,146073.400,131728.800,142488.200,-0.173,0.926,-0.281,-9.491,15.167,0.000,66.667,69.000,1.000,8.020,0.000
126535.100,120456.000,150409.800,423902.800,149966.400,145923.100,131579.900,142277.200,-0.190,0.921,-0.282,-8.728,15.015,-0.153,66.667,70.000,1.000,0.009,0.000
126532.700,120456.600,150400.900,423750.000,149955.800,145905.200,131567.000,142291.100,-0.197,0.917,-0.280,-8.179,14.465,-0.549,66.667,71.000,1.000,1.940,0.000
126461.000,120384.400,150316.700,423730.800,150089.100,145967.000,131638.700,142426.200,-0.207,0.918,-0.282,-7.568,14.038,-0.488,66.667,72.000,1.000,2.516,0.000
126427.500,120345.000,150265.700,423678.800,150199.100,146035.500,131712.700,142514.600,-0.214,0.917,-0.282,-6.927,13.092,-0.549,66.667,73.000,1.000,2.445,0.000
126399.000,120316.000,150223.800,423351.400,150015.000,145902.400,131583.100,142323.400,-0.216,0.920,-0.280,-6.531,12.085,-0.580,66.667,74.000,1.000,2.531,0.000
126338.100,120258.600,150152.700,422919.800,149706.000,145666.800,131348.900,142030.400,-0.220,0.923,-0.275,-5.798,11.108,-0.549,66.667,75.000,1.000,2.462,0.000
126249.700,120167.700,150052.300,422719.200,149610.000,145560.700,131251.100,141960.800,-0.216,0.928,-0.278,-5.524,10.040,-0.336,66.667,76.000,1.000,3.724,0.000
126220.400,120136.600,150014.900,422782.800,149791.400,145678.200,131368.700,142145.600,-0.216,0.935,-0.281,-5.127,8.942,0.122,66.667,77.000,1.000,19.408,0.000
